Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,93.75,94.900497,93.207497,94.900497,94.900497,80580000
2020-01-03,93.224998,94.309998,93.224998,93.748497,93.748497,75288000
2020-01-06,93.0,95.184502,93.0,95.143997,95.143997,81236000
2020-01-07,95.224998,95.694504,94.601997,95.343002,95.343002,80898000
2020-01-08,94.902,95.550003,94.321999,94.598503,94.598503,70160000
2020-01-09,95.494499,95.890999,94.790001,95.052498,95.052498,63346000
2020-01-10,95.268501,95.347,94.0,94.157997,94.157997,57074000
2020-01-13,94.565498,94.900002,94.040001,94.565002,94.565002,55616000
2020-01-14,94.293999,94.355499,92.927498,93.472,93.472,68818000
2020-01-15,93.612503,93.943001,92.754501,93.100998,93.100998,57932000
2020-01-16,94.149498,94.279503,93.301003,93.897003,93.897003,53190000
2020-01-17,94.294502,94.332001,92.862503,93.236,93.236,79946000
2020-01-21,93.25,94.713501,93.0,94.599998,94.599998,74156000
2020-01-22,94.804497,95.125,94.167,94.373001,94.373001,64326000
2020-01-23,94.255501,94.499001,93.638,94.228996,94.228996,49692000
2020-01-24,94.568497,94.749496,92.372002,93.082001,93.082001,75324000
2020-01-27,91.0,92.050003,90.766998,91.417,91.417,70570000
2020-01-28,92.025002,92.905502,91.500999,92.662498,92.662498,56160000
2020-01-29,93.199997,93.737503,92.750999,92.900002,92.900002,41760000
2020-01-30,92.900002,93.643501,92.530502,93.533997,93.533997,126548000
2020-01-31,102.573502,102.786003,100.113503,100.435997,100.435997,311346000
2020-02-03,100.529999,102.425003,100.012497,100.209999,100.209999,117834000
2020-02-04,101.494003,102.989998,100.768501,102.483498,102.483498,105786000
2020-02-05,103.551003,103.551003,101.599998,101.9935,101.9935,87524000
2020-02-06,102.051003,102.815002,101.239998,102.511497,102.511497,63660000
2020-02-07,102.099503,104.926498,101.904999,103.963997,103.963997,101906000
2020-02-10,104.250504,106.779999,104.248001,106.695503,106.695503,101124000
2020-02-11,107.544998,109.297501,106.800003,107.540001,107.540001,114920000
2020-02-12,108.160004,109.012497,107.764503,108.0,108.0,66686000
2020-02-13,107.249496,108.514,107.099998,107.4935,107.4935,60636000
2020-02-14,107.783997,107.952003,106.294502,106.7435,106.7435,52124000
2020-02-18,106.250999,108.303497,106.205498,107.783501,107.783501,58912000
2020-02-19,108.389999,109.254997,108.056,108.511002,108.511002,51224000
2020-02-20,108.653503,108.8395,106.372498,107.654999,107.654999,62626000
2020-02-21,107.107498,107.227501,104.400002,104.7985,104.7985,92926000
2020-02-24,100.158997,101.964996,99.398499,100.4645,100.4645,130940000
2020-02-25,101.320999,101.730003,97.920998,98.637001,98.637001,124382000
2020-02-26,98.514,100.733498,98.022499,98.9795,98.9795,104492000
2020-02-27,96.719002,98.75,94.138,94.214996,94.214996,162880000
2020-02-28,90.731499,94.487999,90.556503,94.1875,94.1875,189620000
2020-03-02,95.324501,97.725502,93.5,97.697502,97.697502,135234000
2020-03-03,98.768501,99.816498,94.404503,95.449501,95.449501,150690000
2020-03-04,97.328499,98.900002,96.099998,98.791496,98.791496,95458000
2020-03-05,96.650002,98.036003,95.5,96.2015,96.2015,94964000
2020-03-06,93.75,95.543503,93.474998,95.054497,95.054497,105472000
2020-03-09,88.693001,93.138496,88.064499,90.030502,90.030502,156264000
2020-03-10,93.543999,94.713501,90.908501,94.591003,94.591003,142666000
2020-03-11,92.892502,93.566002,90.074997,91.042999,91.042999,112496000
2020-03-12,86.098999,88.25,83.75,83.830498,83.830498,226924000
2020-03-13,87.75,89.315498,84.030998,89.25,89.25,176194000
2020-03-16,82.0755,87.972504,81.301498,84.457497,84.457497,178346000
2020-03-17,88.773499,92.889,84.461998,90.391998,90.391998,218342000
2020-03-18,87.5,92.083,87.25,91.5,91.5,192904000
2020-03-19,93.0,97.25,91.6325,94.046501,94.046501,207998000
2020-03-20,96.315498,97.849998,91.036499,92.304497,92.304497,196358000
2020-03-23,91.387497,95.970001,90.599998,95.141502,95.141502,156170000
2020-03-24,97.574997,97.75,95.016998,97.004997,97.004997,142942000
2020-03-25,96.0345,97.513,94.289001,94.292,94.292,129582000
2020-03-26,95.099998,97.824501,94.4645,97.774498,97.774498,124426000
2020-03-27,96.542999,96.989502,94.996002,95.004997,95.004997,107758000
2020-03-30,96.141502,98.681503,95.616997,98.197502,98.197502,122522000
2020-03-31,98.217499,99.651001,97.2005,97.486,97.486,102472000
2020-04-01,96.648499,97.248001,94.650002,95.385002,95.385002,82438000
2020-04-02,95.082001,96.376503,94.5,95.941498,95.941498,86720000
2020-04-03,95.557503,96.316498,94.457497,95.329498,95.329498,72198000
2020-04-06,96.800003,99.926003,96.500999,99.879501,99.879501,115464000
2020-04-07,100.855499,101.786003,99.880997,100.580002,100.580002,102280000
2020-04-08,101.050003,102.199997,100.557503,102.150002,102.150002,79546000
2020-04-09,102.214996,102.650002,100.883003,102.138,102.138,92930000
2020-04-13,102.0,109.0,101.900002,108.443497,108.443497,134334000
2020-04-14,110.023499,114.599998,109.310501,114.166,114.166,161744000
2020-04-15,112.884003,116.668503,112.25,115.384003,115.384003,137332000
2020-04-16,117.300003,123.050003,116.75,120.4095,120.4095,240764000
2020-04-17,118.616501,120.0,115.801003,118.75,118.75,158600000
2020-04-20,119.497498,122.249001,119.302498,119.680496,119.680496,115414000
2020-04-21,120.830498,121.415497,113.983002,116.405998,116.405998,149534000
2020-04-22,118.449997,119.699997,117.550003,118.1745,118.1745,84244000
2020-04-23,119.999001,121.210999,119.103996,119.972504,119.972504,101332000
2020-04-24,120.849998,121.0215,119.099998,120.511002,120.511002,76498000
2020-04-27,122.160004,122.244003,118.150002,118.800003,118.800003,112912000
2020-04-28,118.605003,118.675003,115.300003,115.704002,115.704002,105388000
2020-04-29,116.500504,119.594498,115.5,118.635498,118.635498,91832000
2020-04-30,120.991997,123.75,119.800499,123.699997,123.699997,190692000
2020-05-01,116.839996,118.122002,112.9095,114.302002,114.302002,195452000
2020-05-04,112.819,116.348999,112.819,115.7995,115.7995,97318000
2020-05-05,117.0,117.550003,115.356499,115.889999,115.889999,64850000
2020-05-06,116.472,117.872498,116.0,117.563004,117.563004,62356000
2020-05-07,118.738998,118.800003,117.155502,118.380501,118.380501,67928000
2020-05-08,118.607002,119.362,117.849998,118.980499,118.980499,64132000
2020-05-11,118.735001,120.983498,118.605499,120.449997,120.449997,65184000
2020-05-12,120.592499,120.949997,117.75,117.847504,117.847504,61498000
2020-05-13,118.339996,120.385002,116.889999,118.396004,118.396004,95658000
2020-05-14,118.050499,119.568497,117.6605,119.442497,119.442497,72962000
2020-05-15,118.426003,120.550003,117.818497,120.488998,120.488998,84700000
2020-05-18,120.217499,121.650002,119.2005,121.313004,121.313004,87144000
2020-05-19,121.491501,124.25,121.448502,122.466499,122.466499,86410000
2020-05-20,123.893501,125.000504,123.363503,124.897003,124.897003,79962000
2020-05-21,125.0,126.272499,122.126999,122.336998,122.336998,102288000
2020-05-22,122.750504,123.4925,121.5065,121.844002,121.844002,57342000
2020-05-26,122.900002,123.099998,120.703003,121.093002,121.093002,71364000
2020-05-27,120.249496,120.679001,116.5,120.519501,120.519501,101138000
2020-05-28,119.216499,121.848503,118.911499,120.055,120.055,63804000
2020-05-29,120.796997,122.1185,119.910004,122.1185,122.1185,70198000
2020-06-01,122.400002,123.846497,122.208504,123.552002,123.552002,58578000
2020-06-02,123.349998,123.676498,122.265503,123.620499,123.620499,50598000
2020-06-03,123.400497,124.400002,123.058502,123.919998,123.919998,53420000
2020-06-04,123.871498,125.376999,122.500504,123.029999,123.029999,58974000
2020-06-05,122.225502,124.432503,121.856499,124.150002,124.150002,66128000
2020-06-08,125.010002,126.5,124.366997,126.203003,126.203003,79414000
2020-06-09,126.472,131.321503,126.25,130.042999,130.042999,103520000
